nbrExecutor,timeDebut,timeEnd,duration
1,1485017776,1485017779,3
1,1485017779,1485017783,4
1,1485017783,1485017786,3
1,1485017786,1485017789,3
1,1485017789,1485017790,1
1,1485017790,1485017791,1
1,1485017791,1485017793,2
1,1485017793,1485017794,1
1,1485017794,1485017795,1
1,1485017795,1485017795,0
2,1485017795,1485017795,0
