Prog,n,nbThread,timeDebut,timeEnd,duration
Integral,512,10,1485215916,1485215924,8
Integral,512,11,1485215924,1485215932,8
Integral,512,12,1485215932,1485215940,8
Integral,512,13,1485215940,1485215948,8
Integral,512,14,1485215948,1485215956,8
Integral,512,15,1485215956,1485215964,8
Integral,512,16,1485215964,1485215972,8
Integral,512,1,1485215972,1485215980,8
Integral,512,2,1485215980,1485215987,7
Integral,512,3,1485215987,1485215995,8
Integral,512,4,1485215995,1485216005,10
Integral,512,5,1485216005,1485216014,9
Integral,512,6,1485216014,1485216023,9
Integral,512,7,1485216023,1485216031,8
Integral,512,8,1485216031,1485216039,8
Integral,512,9,1485216039,1485216047,8
Integral,512,10,1485216047,1485216055,8
Integral,512,11,1485216055,1485216064,9
Integral,512,12,1485216064,1485216073,9
Integral,512,13,1485216073,1485216081,8
Integral,512,14,1485216081,1485216089,8
Integral,512,15,1485216089,1485216097,8
Integral,512,16,1485216097,1485216105,8
Integral,1024,1,1485216105,1485216113,8
Integral,1024,2,1485216113,1485216120,7
Integral,1024,3,1485216120,1485216129,9
Integral,1024,4,1485216129,1485216137,8
Integral,1024,5,1485216137,1485216144,7
Integral,1024,6,1485216144,1485216152,8
Integral,1024,7,1485216152,1485216160,8
Integral,1024,8,1485216160,1485216168,8
Integral,1024,9,1485216168,1485216176,8
Integral,1024,10,1485216176,1485216184,8
Integral,1024,11,1485216184,1485216192,8
Integral,1024,12,1485216192,1485216200,8
Integral,1024,13,1485216200,1485216207,7
Integral,1024,14,1485216207,1485216216,9
Integral,1024,15,1485216216,1485216223,7
Integral,1024,16,1485216223,1485216231,8
Integral,1024,1,1485216231,1485216239,8
Integral,1024,2,1485216239,1485216247,8
Integral,1024,3,1485216247,1485216256,9
Integral,1024,4,1485216256,1485216263,7
Integral,1024,5,1485216263,1485216271,8
Integral,1024,6,1485216271,1485216279,8
Integral,1024,7,1485216279,1485216287,8
Integral,1024,8,1485216287,1485216295,8
Integral,1024,9,1485216295,1485216304,9
Integral,1024,10,1485216304,1485216312,8
Integral,1024,11,1485216312,1485216319,7
Integral,1024,12,1485216319,1485216327,8
Integral,1024,13,1485216327,1485216335,8
Integral,1024,14,1485216335,1485216343,8
Integral,1024,15,1485216343,1485216351,8
Integral,1024,16,1485216351,1485216359,8
Integral,1024,1,1485216359,1485216367,8
Integral,1024,2,1485216367,1485216375,8
Integral,1024,3,1485216375,1485216382,7
Integral,1024,4,1485216382,1485216390,8
Integral,1024,5,1485216390,1485216398,8
Integral,1024,6,1485216398,1485216406,8
Integral,1024,7,1485216406,1485216413,7
Integral,1024,8,1485216413,1485216421,8
Integral,1024,9,1485216421,1485216430,9
Integral,1024,10,1485216430,1485216438,8
Integral,1024,11,1485216438,1485216446,8
Integral,1024,12,1485216446,1485216454,8
Integral,1024,13,1485216454,1485216461,7
Integral,1024,14,1485216461,1485216469,8
Integral,1024,15,1485216469,1485216477,8
Integral,1024,16,1485216477,1485216485,8
Integral,1024,1,1485216485,1485216493,8
Integral,1024,2,1485216493,1485216501,8
Integral,1024,3,1485216501,1485216509,8
Integral,1024,4,1485216509,1485216517,8
Integral,1024,5,1485216517,1485216525,8
Integral,1024,6,1485216525,1485216533,8
Integral,1024,7,1485216533,1485216541,8
Integral,1024,8,1485216541,1485216549,8
Integral,1024,9,1485216549,1485216557,8
Integral,1024,10,1485216557,1485216565,8
Integral,1024,11,1485216565,1485216573,8
Integral,1024,12,1485216573,1485216581,8
Integral,1024,13,1485216581,1485216589,8
Integral,1024,14,1485216589,1485216597,8
Integral,1024,15,1485216597,1485216605,8
Integral,1024,16,1485216605,1485216613,8
Integral,1024,1,1485216613,1485216621,8
Integral,1024,2,1485216621,1485216629,8
Integral,1024,3,1485216629,1485216637,8
Integral,1024,4,1485216637,1485216645,8
Integral,1024,5,1485216645,1485216653,8
Integral,1024,6,1485216653,1485216660,7
Integral,1024,7,1485216660,1485216668,8
Integral,1024,8,1485216668,1485216676,8
Integral,1024,9,1485216676,1485216684,8
Integral,1024,10,1485216684,1485216692,8
Integral,1024,11,1485216692,1485216700,8
Integral,1024,12,1485216700,1485216708,8
Integral,1024,13,1485216708,1485216716,8
Integral,1024,14,1485216716,1485216724,8
Integral,1024,15,1485216724,1485216732,8
Integral,1024,16,1485216732,1485216740,8
Integral,2048,1,1485216740,1485216748,8
Integral,2048,2,1485216748,1485216756,8
Integral,2048,3,1485216756,1485216764,8
Integral,2048,4,1485216764,1485216772,8
Integral,2048,5,1485216772,1485216780,8
Integral,2048,6,1485216780,1485216788,8
Integral,2048,7,1485216788,1485216796,8
Integral,2048,8,1485216796,1485216804,8
Integral,2048,9,1485216804,1485216811,7
Integral,2048,10,1485216811,1485216819,8
Integral,2048,11,1485216819,1485216827,8
Integral,2048,12,1485216827,1485216835,8
Integral,2048,13,1485216835,1485216844,9
Integral,2048,14,1485216844,1485216852,8
Integral,2048,15,1485216852,1485216860,8
Integral,2048,16,1485216860,1485216868,8
Integral,2048,1,1485216868,1485216876,8
Integral,2048,2,1485216876,1485216883,7
Integral,2048,3,1485216883,1485216891,8
Integral,2048,4,1485216891,1485216899,8
Integral,2048,5,1485216899,1485216908,9
Integral,2048,6,1485216908,1485216916,8
Integral,2048,7,1485216916,1485216924,8
Integral,2048,8,1485216924,1485216932,8
Integral,2048,9,1485216932,1485216940,8
Integral,2048,10,1485216940,1485216948,8
Integral,2048,11,1485216948,1485216956,8
Integral,2048,12,1485216956,1485216964,8
Integral,2048,13,1485216964,1485216973,9
Integral,2048,14,1485216973,1485216981,8
Integral,2048,15,1485216981,1485216989,8
Integral,2048,16,1485216989,1485216996,7
Integral,2048,1,1485216996,1485217004,8
Integral,2048,2,1485217004,1485217012,8
Integral,2048,3,1485217012,1485217021,9
Integral,2048,4,1485217021,1485217029,8
Integral,2048,5,1485217029,1485217037,8
Integral,2048,6,1485217037,1485217045,8
Integral,2048,7,1485217045,1485217053,8
Integral,2048,8,1485217053,1485217061,8
Integral,2048,9,1485217061,1485217069,8
Integral,2048,10,1485217069,1485217077,8
Integral,2048,11,1485217077,1485217085,8
Integral,2048,12,1485217085,1485217093,8
Integral,2048,13,1485217093,1485217101,8
Integral,2048,14,1485217101,1485217109,8
Integral,2048,15,1485217109,1485217117,8
Integral,2048,16,1485217117,1485217125,8
Integral,2048,1,1485217125,1485217133,8
Integral,2048,2,1485217133,1485217141,8
Integral,2048,3,1485217141,1485217149,8
Integral,2048,4,1485217149,1485217157,8
Integral,2048,5,1485217157,1485217165,8
Integral,2048,6,1485217165,1485217173,8
Integral,2048,7,1485217173,1485217181,8
Integral,2048,8,1485217181,1485217189,8
Integral,2048,9,1485217189,1485217197,8
Integral,2048,10,1485217197,1485217206,9
Integral,2048,11,1485217206,1485217214,8
Integral,2048,12,1485217214,1485217223,9
Integral,2048,13,1485217223,1485217231,8
Integral,2048,14,1485217231,1485217239,8
Integral,2048,15,1485217239,1485217246,7
Integral,2048,16,1485217246,1485217254,8
Integral,2048,1,1485217254,1485217263,9
Integral,2048,2,1485217263,1485217272,9
Integral,2048,3,1485217272,1485217280,8
Integral,2048,4,1485217280,1485217288,8
Integral,2048,5,1485217288,1485217296,8
Integral,2048,6,1485217296,1485217304,8
Integral,2048,7,1485217304,1485217312,8
Integral,2048,8,1485217312,1485217321,9
Integral,2048,9,1485217321,1485217329,8
Integral,2048,10,1485217329,1485217337,8
Integral,2048,11,1485217337,1485217345,8
Integral,2048,12,1485217345,1485217354,9
Integral,2048,13,1485217354,1485217361,7
Integral,2048,14,1485217361,1485217370,9
Integral,2048,15,1485217370,1485217378,8
Integral,2048,16,1485217378,1485217387,9
Integral,4096,1,1485217387,1485217395,8
Integral,4096,2,1485217395,1485217403,8
Integral,4096,3,1485217403,1485217411,8
Integral,4096,4,1485217411,1485217418,7
Integral,4096,5,1485217418,1485217426,8
Integral,4096,6,1485217426,1485217434,8
Integral,4096,7,1485217434,1485217443,9
Integral,4096,8,1485217443,1485217451,8
Integral,4096,9,1485217451,1485217459,8
Integral,4096,10,1485217459,1485217467,8
Integral,4096,11,1485217467,1485217475,8
Integral,4096,12,1485217475,1485217483,8
Integral,4096,13,1485217483,1485217491,8
Integral,4096,14,1485217491,1485217499,8
Integral,4096,15,1485217499,1485217508,9
Integral,4096,16,1485217508,1485217516,8
Integral,4096,1,1485217516,1485217524,8
Integral,4096,2,1485217524,1485217532,8
Integral,4096,3,1485217532,1485217540,8
Integral,4096,4,1485217540,1485217548,8
Integral,4096,5,1485217548,1485217556,8
Integral,4096,6,1485217556,1485217565,9
Integral,4096,7,1485217565,1485217573,8
Integral,4096,8,1485217573,1485217581,8
Integral,4096,9,1485217581,1485217589,8
Integral,4096,10,1485217589,1485217597,8
Integral,4096,11,1485217597,1485217605,8
Integral,4096,12,1485217605,1485217613,8
Integral,4096,13,1485217613,1485217621,8
Integral,4096,14,1485217621,1485217629,8
Integral,4096,15,1485217629,1485217637,8
Integral,4096,16,1485217637,1485217645,8
Integral,4096,1,1485217645,1485217653,8
Integral,4096,2,1485217653,1485217661,8
Integral,4096,3,1485217661,1485217669,8
Integral,4096,4,1485217669,1485217677,8
Integral,4096,5,1485217677,1485217685,8
Integral,4096,6,1485217685,1485217693,8
Integral,4096,7,1485217693,1485217701,8
Integral,4096,8,1485217701,1485217709,8
Integral,4096,9,1485217709,1485217717,8
Integral,4096,10,1485217717,1485217725,8
Integral,4096,11,1485217725,1485217733,8
Integral,4096,12,1485217733,1485217741,8
Integral,4096,13,1485217741,1485217749,8
Integral,4096,14,1485217749,1485217757,8
Integral,4096,15,1485217757,1485217764,7
Integral,4096,16,1485217764,1485217772,8
Integral,4096,1,1485217772,1485217780,8
Integral,4096,2,1485217780,1485217788,8
Integral,4096,3,1485217788,1485217795,7
Integral,4096,4,1485217795,1485217804,9
Integral,4096,5,1485217804,1485217812,8
Integral,4096,6,1485217812,1485217820,8
Integral,4096,7,1485217820,1485217828,8
Integral,4096,8,1485217828,1485217836,8
Integral,4096,9,1485217836,1485217844,8
Integral,4096,10,1485217844,1485217852,8
Integral,4096,11,1485217852,1485217859,7
Integral,4096,12,1485217859,1485217867,8
Integral,4096,13,1485217867,1485217875,8
Integral,4096,14,1485217875,1485217883,8
Integral,4096,15,1485217883,1485217891,8
Integral,4096,16,1485217891,1485217899,8
Integral,4096,1,1485217899,1485217906,7
Integral,4096,2,1485217906,1485217914,8
Integral,4096,3,1485217914,1485217922,8
Integral,4096,4,1485217922,1485217930,8
Integral,4096,5,1485217930,1485217939,9
Integral,4096,6,1485217939,1485217947,8
Integral,4096,7,1485217947,1485217955,8
Integral,4096,8,1485217955,1485217962,7
Integral,4096,9,1485217962,1485217970,8
Integral,4096,10,1485217970,1485217978,8
Integral,4096,11,1485217978,1485217986,8
Integral,4096,12,1485217986,1485217994,8
Integral,4096,13,1485217994,1485218002,8
Integral,4096,14,1485218002,1485218010,8
Integral,4096,15,1485218010,1485218018,8
Integral,4096,16,1485218018,1485218026,8
Integral,8192,1,1485218026,1485218034,8
Integral,8192,2,1485218034,1485218042,8
Integral,8192,3,1485218042,1485218050,8
Integral,8192,4,1485218050,1485218058,8
Integral,8192,5,1485218058,1485218066,8
Integral,8192,6,1485218066,1485218073,7
Integral,8192,7,1485218073,1485218081,8
Integral,8192,8,1485218081,1485218089,8
Integral,8192,9,1485218089,1485218097,8
Integral,8192,10,1485218097,1485218106,9
Integral,8192,11,1485218106,1485218114,8
Integral,8192,12,1485218114,1485218122,8
Integral,8192,13,1485218122,1485218129,7
Integral,8192,14,1485218129,1485218137,8
Integral,8192,15,1485218137,1485218145,8
Integral,8192,16,1485218145,1485218153,8
Integral,8192,1,1485218153,1485218161,8
Integral,8192,2,1485218161,1485218169,8
Integral,8192,3,1485218169,1485218176,7
Integral,8192,4,1485218176,1485218184,8
Integral,8192,5,1485218184,1485218192,8
Integral,8192,6,1485218192,1485218200,8
Integral,8192,7,1485218200,1485218208,8
Integral,8192,8,1485218208,1485218216,8
Integral,8192,9,1485218216,1485218224,8
Integral,8192,10,1485218224,1485218232,8
Integral,8192,11,1485218232,1485218240,8
Integral,8192,12,1485218240,1485218248,8
Integral,8192,13,1485218248,1485218256,8
Integral,8192,14,1485218256,1485218263,7
Integral,8192,15,1485218263,1485218271,8
Integral,8192,16,1485218271,1485218279,8
Integral,8192,1,1485218279,1485218287,8
Integral,8192,2,1485218287,1485218295,8
Integral,8192,3,1485218295,1485218303,8
Integral,8192,4,1485218303,1485218311,8
Integral,8192,5,1485218311,1485218318,7
Integral,8192,6,1485218318,1485218326,8
Integral,8192,7,1485218326,1485218334,8
Integral,8192,8,1485218334,1485218342,8
Integral,8192,9,1485218342,1485218350,8
Integral,8192,10,1485218350,1485218358,8
Integral,8192,11,1485218358,1485218366,8
Integral,8192,12,1485218366,1485218374,8
Integral,8192,13,1485218374,1485218382,8
Integral,8192,14,1485218382,1485218389,7
Integral,8192,15,1485218389,1485218397,8
Integral,8192,16,1485218397,1485218406,9
Integral,8192,1,1485218406,1485218414,8
Integral,8192,2,1485218414,1485218422,8
Integral,8192,3,1485218422,1485218430,8
Integral,8192,4,1485218430,1485218438,8
Integral,8192,5,1485218438,1485218446,8
Integral,8192,6,1485218446,1485218454,8
Integral,8192,7,1485218454,1485218462,8
Integral,8192,8,1485218462,1485218470,8
Integral,8192,9,1485218470,1485218477,7
Integral,8192,10,1485218477,1485218485,8
Integral,8192,11,1485218485,1485218493,8
Integral,8192,12,1485218493,1485218501,8
Integral,8192,13,1485218501,1485218509,8
Integral,8192,14,1485218509,1485218517,8
Integral,8192,15,1485218517,1485218525,8
Integral,8192,16,1485218525,1485218533,8
Integral,8192,1,1485218533,1485218541,8
Integral,8192,2,1485218541,1485218549,8
Integral,8192,3,1485218549,1485218557,8
Integral,8192,4,1485218557,1485218565,8
Integral,8192,5,1485218565,1485218572,7
Integral,8192,6,1485218572,1485218580,8
Integral,8192,7,1485218580,1485218588,8
Integral,8192,8,1485218588,1485218596,8
Integral,8192,9,1485218596,1485218604,8
Integral,8192,10,1485218604,1485218612,8
Integral,8192,11,1485218612,1485218620,8
Integral,8192,12,1485218620,1485218628,8
Integral,8192,13,1485218628,1485218636,8
Integral,8192,14,1485218636,1485218645,9
Integral,8192,15,1485218645,1485218653,8
Integral,8192,16,1485218653,1485218661,8
Integral,16384,1,1485218661,1485218669,8
Integral,16384,2,1485218669,1485218677,8
Integral,16384,3,1485218677,1485218684,7
Integral,16384,4,1485218684,1485218692,8
Integral,16384,5,1485218692,1485218700,8
Integral,16384,6,1485218700,1485218709,9
Integral,16384,7,1485218709,1485218717,8
Integral,16384,8,1485218717,1485218725,8
Integral,16384,9,1485218725,1485218733,8
Integral,16384,10,1485218733,1485218740,7
Integral,16384,11,1485218740,1485218748,8
Integral,16384,12,1485218748,1485218756,8
Integral,16384,13,1485218756,1485218764,8
Integral,16384,14,1485218764,1485218772,8
Integral,16384,15,1485218772,1485218780,8
Integral,16384,16,1485218780,1485218788,8
Integral,16384,1,1485218788,1485218796,8
Integral,16384,2,1485218796,1485218804,8
Integral,16384,3,1485218804,1485218811,7
Integral,16384,4,1485218811,1485218819,8
Integral,16384,5,1485218819,1485218827,8
Integral,16384,6,1485218827,1485218835,8
Integral,16384,7,1485218835,1485218843,8
Integral,16384,8,1485218843,1485218851,8
Integral,16384,9,1485218851,1485218858,7
Integral,16384,10,1485218858,1485218866,8
Integral,16384,11,1485218866,1485218874,8
Integral,16384,12,1485218874,1485218882,8
Integral,16384,13,1485218882,1485218890,8
Integral,16384,14,1485218890,1485218898,8
Integral,16384,15,1485218898,1485218905,7
Integral,16384,16,1485218905,1485218913,8
Integral,16384,1,1485218913,1485218921,8
Integral,16384,2,1485218921,1485218929,8
Integral,16384,3,1485218929,1485218937,8
Integral,16384,4,1485218937,1485218945,8
Integral,16384,5,1485218945,1485218953,8
Integral,16384,6,1485218953,1485218961,8
Integral,16384,7,1485218961,1485218969,8
Integral,16384,8,1485218969,1485218977,8
Integral,16384,9,1485218977,1485218985,8
Integral,16384,10,1485218985,1485218992,7
Integral,16384,11,1485218992,1485219000,8
Integral,16384,12,1485219000,1485219009,9
Integral,16384,13,1485219009,1485219017,8
Integral,16384,14,1485219017,1485219024,7
Integral,16384,15,1485219024,1485219032,8
Integral,16384,16,1485219032,1485219040,8
Integral,16384,1,1485219040,1485219048,8
Integral,16384,2,1485219048,1485219056,8
Integral,16384,3,1485219056,1485219064,8
Integral,16384,4,1485219064,1485219072,8
Integral,16384,5,1485219072,1485219080,8
Integral,16384,6,1485219080,1485219088,8
Integral,16384,7,1485219088,1485219096,8
Integral,16384,8,1485219096,1485219104,8
Integral,16384,9,1485219104,1485219111,7
Integral,16384,10,1485219111,1485219119,8
Integral,16384,11,1485219119,1485219127,8
Integral,16384,12,1485219127,1485219135,8
Integral,16384,13,1485219135,1485219143,8
Integral,16384,14,1485219143,1485219151,8
Integral,16384,15,1485219151,1485219158,7
Integral,16384,16,1485219158,1485219166,8
Integral,16384,1,1485219166,1485219174,8
Integral,16384,2,1485219174,1485219182,8
Integral,16384,3,1485219182,1485219190,8
Integral,16384,4,1485219190,1485219198,8
Integral,16384,5,1485219198,1485219206,8
Integral,16384,6,1485219206,1485219214,8
Integral,16384,7,1485219214,1485219221,7
Integral,16384,8,1485219221,1485219229,8
Integral,16384,9,1485219229,1485219237,8
Integral,16384,10,1485219237,1485219245,8
Integral,16384,11,1485219245,1485219253,8
Integral,16384,12,1485219253,1485219260,7
Integral,16384,13,1485219260,1485219268,8
Integral,16384,14,1485219268,1485219276,8
Integral,16384,15,1485219276,1485219284,8
Integral,16384,16,1485219284,1485219292,8
Integral,32768,1,1485219292,1485219300,8
Integral,32768,2,1485219300,1485219309,9
Integral,32768,3,1485219309,1485219317,8
Integral,32768,4,1485219317,1485219324,7
Integral,32768,5,1485219324,1485219332,8
Integral,32768,6,1485219332,1485219340,8
Integral,32768,7,1485219340,1485219347,7
Integral,32768,8,1485219348,1485219355,7
Integral,32768,9,1485219355,1485219363,8
Integral,32768,10,1485219363,1485219372,9
Integral,32768,11,1485219372,1485219380,8
Integral,32768,12,1485219380,1485219388,8
Integral,32768,13,1485219388,1485219396,8
Integral,32768,14,1485219396,1485219404,8
Integral,32768,15,1485219404,1485219412,8
Integral,32768,16,1485219412,1485219420,8
Integral,32768,1,1485219420,1485219428,8
Integral,32768,2,1485219428,1485219436,8
Integral,32768,3,1485219436,1485219443,7
Integral,32768,4,1485219443,1485219452,9
Integral,32768,5,1485219452,1485219459,7
Integral,32768,6,1485219459,1485219467,8
Integral,32768,7,1485219467,1485219475,8
Integral,32768,8,1485219475,1485219483,8
Integral,32768,9,1485219483,1485219491,8
Integral,32768,10,1485219491,1485219499,8
Integral,32768,11,1485219499,1485219507,8
Integral,32768,12,1485219507,1485219515,8
Integral,32768,13,1485219515,1485219523,8
Integral,32768,14,1485219523,1485219531,8
Integral,32768,15,1485219531,1485219539,8
Integral,32768,16,1485219539,1485219547,8
Integral,32768,1,1485219547,1485219554,7
Integral,32768,2,1485219554,1485219562,8
Integral,32768,3,1485219562,1485219570,8
Integral,32768,4,1485219570,1485219578,8
Integral,32768,5,1485219578,1485219586,8
Integral,32768,6,1485219586,1485219594,8
Integral,32768,7,1485219594,1485219603,9
Integral,32768,8,1485219603,1485219612,9
Integral,32768,9,1485219612,1485219621,9
Integral,32768,10,1485219621,1485219629,8
Integral,32768,11,1485219629,1485219637,8
Integral,32768,12,1485219637,1485219645,8
Integral,32768,13,1485219645,1485219653,8
Integral,32768,14,1485219653,1485219661,8
Integral,32768,15,1485219661,1485219669,8
Integral,32768,16,1485219669,1485219677,8
Integral,32768,1,1485219677,1485219685,8
Integral,32768,2,1485219685,1485219693,8
Integral,32768,3,1485219693,1485219701,8
Integral,32768,4,1485219701,1485219709,8
Integral,32768,5,1485219709,1485219716,7
Integral,32768,6,1485219716,1485219725,9
Integral,32768,7,1485219725,1485219732,7
Integral,32768,8,1485219732,1485219740,8
Integral,32768,9,1485219740,1485219748,8
Integral,32768,10,1485219748,1485219756,8
Integral,32768,11,1485219756,1485219764,8
Integral,32768,12,1485219764,1485219772,8
Integral,32768,13,1485219772,1485219780,8
Integral,32768,14,1485219780,1485219788,8
Integral,32768,15,1485219788,1485219796,8
Integral,32768,16,1485219796,1485219804,8
Integral,32768,1,1485219804,1485219812,8
Integral,32768,2,1485219812,1485219820,8
Integral,32768,3,1485219820,1485219828,8
Integral,32768,4,1485219828,1485219836,8
Integral,32768,5,1485219836,1485219844,8
Integral,32768,6,1485219844,1485219852,8
Integral,32768,7,1485219852,1485219860,8
Integral,32768,8,1485219860,1485219868,8
Integral,32768,9,1485219868,1485219876,8
Integral,32768,10,1485219876,1485219884,8
Integral,32768,11,1485219884,1485219892,8
Integral,32768,12,1485219892,1485219900,8
Integral,32768,13,1485219900,1485219908,8
Integral,32768,14,1485219908,1485219916,8
Integral,32768,15,1485219916,1485219924,8
Integral,32768,16,1485219924,1485219932,8
Integral,65536,1,1485219932,1485219939,7
Integral,65536,2,1485219939,1485219947,8
Integral,65536,3,1485219947,1485219955,8
Integral,65536,4,1485219955,1485219963,8
Integral,65536,5,1485219963,1485219971,8
Integral,65536,6,1485219971,1485219979,8
Integral,65536,7,1485219979,1485219987,8
Integral,65536,8,1485219987,1485219995,8
Integral,65536,9,1485219995,1485220003,8
Integral,65536,10,1485220003,1485220010,7
Integral,65536,11,1485220010,1485220018,8
Integral,65536,12,1485220018,1485220026,8
Integral,65536,13,1485220026,1485220034,8
Integral,65536,14,1485220034,1485220042,8
Integral,65536,15,1485220042,1485220050,8
Integral,65536,16,1485220050,1485220057,7
Integral,65536,1,1485220057,1485220065,8
Integral,65536,2,1485220065,1485220073,8
Integral,65536,3,1485220073,1485220081,8
Integral,65536,4,1485220081,1485220089,8
Integral,65536,5,1485220089,1485220097,8
Integral,65536,6,1485220097,1485220105,8
Integral,65536,7,1485220105,1485220114,9
Integral,65536,8,1485220114,1485220122,8
Integral,65536,9,1485220122,1485220130,8
Integral,65536,10,1485220130,1485220138,8
Integral,65536,11,1485220138,1485220146,8
Integral,65536,12,1485220146,1485220154,8
Integral,65536,13,1485220154,1485220162,8
Integral,65536,14,1485220162,1485220170,8
Integral,65536,15,1485220170,1485220177,7
Integral,65536,16,1485220177,1485220185,8
Integral,65536,1,1485220185,1485220193,8
Integral,65536,2,1485220193,1485220201,8
Integral,65536,3,1485220201,1485220209,8
Integral,65536,4,1485220209,1485220217,8
Integral,65536,5,1485220217,1485220224,7
Integral,65536,6,1485220224,1485220233,9
Integral,65536,7,1485220233,1485220240,7
Integral,65536,8,1485220240,1485220248,8
Integral,65536,9,1485220248,1485220256,8
Integral,65536,10,1485220256,1485220264,8
Integral,65536,11,1485220264,1485220272,8
Integral,65536,12,1485220272,1485220280,8
Integral,65536,13,1485220280,1485220287,7
Integral,65536,14,1485220287,1485220295,8
Integral,65536,15,1485220295,1485220303,8
Integral,65536,16,1485220303,1485220311,8
Integral,65536,1,1485220311,1485220319,8
Integral,65536,2,1485220319,1485220327,8
Integral,65536,3,1485220327,1485220335,8
Integral,65536,4,1485220335,1485220343,8
Integral,65536,5,1485220343,1485220351,8
Integral,65536,6,1485220351,1485220359,8
Integral,65536,7,1485220359,1485220367,8
Integral,65536,8,1485220367,1485220375,8
Integral,65536,9,1485220375,1485220383,8
Integral,65536,10,1485220383,1485220391,8
Integral,65536,11,1485220391,1485220398,7
Integral,65536,12,1485220398,1485220406,8
Integral,65536,13,1485220406,1485220414,8
Integral,65536,14,1485220414,1485220422,8
Integral,65536,15,1485220422,1485220430,8
Integral,65536,16,1485220430,1485220438,8
Integral,65536,1,1485220438,1485220446,8
Integral,65536,2,1485220446,1485220454,8
Integral,65536,3,1485220454,1485220462,8
Integral,65536,4,1485220462,1485220469,7
Integral,65536,5,1485220469,1485220477,8
Integral,65536,6,1485220477,1485220485,8
Integral,65536,7,1485220485,1485220493,8
Integral,65536,8,1485220493,1485220500,7
Integral,65536,9,1485220500,1485220509,9
Integral,65536,10,1485220509,1485220517,8
Integral,65536,11,1485220517,1485220525,8
Integral,65536,12,1485220525,1485220533,8
Integral,65536,13,1485220533,1485220540,7
Integral,65536,14,1485220540,1485220548,8
Integral,65536,15,1485220548,1485220556,8
Integral,65536,16,1485220556,1485220564,8
Integral,131072,1,1485220564,1485220572,8
Integral,131072,2,1485220572,1485220580,8
Integral,131072,3,1485220580,1485220588,8
Integral,131072,4,1485220588,1485220596,8
Integral,131072,5,1485220596,1485220604,8
Integral,131072,6,1485220604,1485220612,8
Integral,131072,7,1485220612,1485220620,8
Integral,131072,8,1485220620,1485220628,8
Integral,131072,9,1485220628,1485220636,8
Integral,131072,10,1485220636,1485220644,8
Integral,131072,11,1485220644,1485220652,8
Integral,131072,12,1485220652,1485220660,8
Integral,131072,13,1485220660,1485220668,8
Integral,131072,14,1485220668,1485220676,8
Integral,131072,15,1485220676,1485220684,8
Integral,131072,16,1485220684,1485220692,8
Integral,131072,1,1485220692,1485220700,8
Integral,131072,2,1485220700,1485220708,8
Integral,131072,3,1485220708,1485220715,7
Integral,131072,4,1485220715,1485220723,8
Integral,131072,5,1485220723,1485220731,8
Integral,131072,6,1485220731,1485220739,8
Integral,131072,7,1485220739,1485220747,8
Integral,131072,8,1485220747,1485220755,8
Integral,131072,9,1485220755,1485220762,7
Integral,131072,10,1485220762,1485220770,8
Integral,131072,11,1485220770,1485220778,8
Integral,131072,12,1485220778,1485220786,8
Integral,131072,13,1485220786,1485220794,8
Integral,131072,14,1485220794,1485220802,8
Integral,131072,15,1485220802,1485220810,8
Integral,131072,16,1485220810,1485220818,8
Integral,131072,1,1485220818,1485220826,8
Integral,131072,2,1485220826,1485220834,8
Integral,131072,3,1485220834,1485220842,8
Integral,131072,4,1485220842,1485220850,8
Integral,131072,5,1485220850,1485220858,8
Integral,131072,6,1485220858,1485220866,8
Integral,131072,7,1485220866,1485220874,8
Integral,131072,8,1485220874,1485220881,7
Integral,131072,9,1485220881,1485220889,8
Integral,131072,10,1485220889,1485220897,8
Integral,131072,11,1485220897,1485220905,8
Integral,131072,12,1485220905,1485220913,8
Integral,131072,13,1485220913,1485220921,8
Integral,131072,14,1485220921,1485220929,8
Integral,131072,15,1485220929,1485220937,8
Integral,131072,16,1485220937,1485220945,8
Integral,131072,1,1485220945,1485220953,8
Integral,131072,2,1485220953,1485220960,7
Integral,131072,3,1485220960,1485220968,8
Integral,131072,4,1485220968,1485220976,8
Integral,131072,5,1485220976,1485220985,9
Integral,131072,6,1485220985,1485220993,8
Integral,131072,7,1485220993,1485221001,8
Integral,131072,8,1485221001,1485221008,7
Integral,131072,9,1485221008,1485221016,8
Integral,131072,10,1485221016,1485221024,8
Integral,131072,11,1485221024,1485221032,8
Integral,131072,12,1485221032,1485221040,8
Integral,131072,13,1485221040,1485221048,8
Integral,131072,14,1485221048,1485221056,8
Integral,131072,15,1485221056,1485221064,8
Integral,131072,16,1485221064,1485221072,8
Integral,131072,1,1485221072,1485221080,8
Integral,131072,2,1485221080,1485221088,8
Integral,131072,3,1485221088,1485221096,8
Integral,131072,4,1485221096,1485221105,9
Integral,131072,5,1485221105,1485221113,8
Integral,131072,6,1485221113,1485221121,8
Integral,131072,7,1485221121,1485221129,8
Integral,131072,8,1485221129,1485221136,7
Integral,131072,9,1485221137,1485221144,7
Integral,131072,10,1485221144,1485221152,8
Integral,131072,11,1485221152,1485221160,8
Integral,131072,12,1485221160,1485221168,8
Integral,131072,13,1485221168,1485221176,8
Integral,131072,14,1485221176,1485221184,8
Integral,131072,15,1485221184,1485221192,8
Integral,131072,16,1485221192,1485221199,7
Integral,262144,1,1485221199,1485221207,8
Integral,262144,2,1485221207,1485221215,8
Integral,262144,3,1485221215,1485221224,9
